Ticker,QoQ Net Profit Growth (%),QoQ Compared Quarters,YoY Net Profit Growth (%),YoY Compared Years,QoQ Revenue Growth (%),YoY Revenue Growth (%),Recovered from Harsh Condition,Error
LODHA,Need 2 quarters,N/A,Need 2 years,N/A,3.45,33.58,No,No harsh condition recovery
JINDALSTEL,Need 2 quarters,N/A,Need 2 years,N/A,12.19,Not ascending,No,No harsh condition recovery
DALBHARAT,Need 2 quarters,N/A,Need 2 years,N/A,28.61,Not ascending,No,No harsh condition recovery
KTKBANK,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",0.67,8.62,No,No harsh condition recovery
GRAPHITE,Need 2 quarters,N/A,Need 2 years,N/A,27.34,Not ascending,No,No harsh condition recovery
POKARNA,Need 2 quarters,N/A,Need 2 years,N/A,Not ascending,20.67,No,No harsh condition recovery
RTNPOWER,Need 2 quarters,N/A,Need 2 years,N/A,27.69,Not ascending,No,No harsh condition recovery
TIL,Need 2 quarters,N/A,Need 2 years,N/A,17.0,265.67,No,No harsh condition recovery
AMBUJACEM,Need 2 quarters,N/A,Need 2 years,N/A,6.0,5.68,No,No harsh condition recovery
ASTRAL,Need 2 quarters,N/A,Need 2 years,N/A,20.33,3.39,No,No harsh condition recovery
SANDUMA,Need 2 quarters,N/A,Need 2 years,N/A,266.15,88.98,No,No harsh condition recovery
RATNAMANI,Need 2 quarters,N/A,Need 2 years,N/A,30.32,2.51,No,No harsh condition recovery
ENTERO,Need 2 quarters,N/A,Need 2 years,N/A,4.46,22.16,No,No harsh condition recovery
AEGISLOG,Need 2 quarters,N/A,Need 2 years,N/A,Not ascending,Not ascending,No,No harsh condition recovery
BIOCON,Need 2 quarters,N/A,Need 2 years,N/A,15.6,3.43,No,No harsh condition recovery
ICICIBANK,3.66,"Dec 2024, Mar 2025",18.42,"Mar 2024, Mar 2025",2.87,16.81,No,No harsh condition recovery
GRASIM,Need 2 quarters,N/A,Need 2 years,N/A,25.13,13.36,No,No harsh condition recovery
GULFOILLUB,Need 2 quarters,N/A,Need 2 years,N/A,3.59,10.0,No,No harsh condition recovery
EMAMILTD,Need 2 quarters,N/A,Need 2 years,N/A,Not ascending,6.46,No,No harsh condition recovery
TARIL,Need 2 quarters,N/A,Need 2 years,N/A,20.93,56.24,No,No harsh condition recovery
PREMIERENE,Need 2 quarters,N/A,Need 2 years,N/A,Not ascending,107.35,No,No harsh condition recovery
GALAXYSURF,Need 2 quarters,N/A,Need 2 years,N/A,9.88,11.39,No,No harsh condition recovery
POLYPLEX,Need 2 quarters,N/A,Need 2 years,N/A,1.07,9.16,No,No harsh condition recovery
DCAL,Need 2 quarters,N/A,Need 2 years,N/A,4.99,3.67,No,No harsh condition recovery
JINDWORLD,Need 2 quarters,N/A,Need 2 years,N/A,9.28,24.64,No,No harsh condition recovery
GEOJITFSL,Need 2 quarters,N/A,Need 2 years,N/A,2.91,20.06,No,No harsh condition recovery
SAIL,Need 2 quarters,N/A,Need 2 years,N/A,Not ascending,Not ascending,No,No harsh condition recovery
RELINFRA,Need 2 quarters,N/A,Need 2 years,N/A,Not ascending,3.45,No,No harsh condition recovery
UNOMINDA,Need 2 quarters,N/A,Need 2 years,N/A,8.22,19.56,No,No harsh condition recovery
RELIGARE,Need 2 quarters,N/A,Need 2 years,N/A,21.88,17.36,No,No harsh condition recovery
TATAELXSI,Need 2 quarters,N/A,Need 2 years,N/A,4.52,9.55,No,No harsh condition recovery
SBILIFE,Need 2 quarters,N/A,Need 2 years,N/A,22.31,Not ascending,No,No harsh condition recovery
KKCL,Need 2 quarters,N/A,Need 2 years,N/A,12.94,16.63,No,No harsh condition recovery
SANDHAR,Need 2 quarters,N/A,Need 2 years,N/A,4.11,10.31,No,No harsh condition recovery
DCW,N/A,N/A,Need 2 years,N/A,N/A,Not ascending,No,No harsh condition recovery
HEROMOTOCO,Need 2 quarters,N/A,Need 2 years,N/A,Not ascending,8.29,No,No harsh condition recovery
SRF,Need 2 quarters,N/A,Need 2 years,N/A,23.55,11.83,No,No harsh condition recovery
GATEWAY,Need 2 quarters,N/A,Need 2 years,N/A,3.33,Not ascending,No,No harsh condition recovery
MAHABANK,6.37,"Dec 2024, Mar 2025",36.1,"Mar 2024, Mar 2025",6.42,21.73,No,No harsh condition recovery
JBCHEPHARM,Need 2 quarters,N/A,Need 2 years,N/A,Not ascending,12.46,No,No harsh condition recovery
SHAKTIPUMP,Need 2 quarters,N/A,Need 2 years,N/A,2.47,83.52,No,No harsh condition recovery
DEEDEV,Need 2 quarters,N/A,Need 2 years,N/A,Not ascending,Not ascending,No,No harsh condition recovery
AMIORG,Need 2 quarters,N/A,Need 2 years,N/A,12.0,40.45,No,No harsh condition recovery
POONAWALLA,226.32,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",10.31,Not ascending,No,No harsh condition recovery
GMDCLTD,Need 2 quarters,N/A,Need 2 years,N/A,20.37,15.75,No,No harsh condition recovery
MARKSANS,Need 2 quarters,N/A,Need 2 years,N/A,3.81,20.49,No,No harsh condition recovery
IOC,Need 2 quarters,N/A,Need 2 years,N/A,0.65,Not ascending,No,No harsh condition recovery
VENTIVE,Need 2 quarters,N/A,Need 2 years,N/A,30.71,Need 2 years,No,No harsh condition recovery
SPARC,Need 2 quarters,N/A,Need 2 years,N/A,80.0,Not ascending,No,No harsh condition recovery
GREAVESCOT,Need 2 quarters,N/A,Need 2 years,N/A,9.62,10.82,No,No harsh condition recovery
IRB,Need 2 quarters,N/A,Need 2 years,N/A,6.12,2.75,No,No harsh condition recovery
APCOTEXIND,Need 2 quarters,N/A,Need 2 years,N/A,Not ascending,23.21,No,No harsh condition recovery
GANESHHOUC,Need 2 quarters,N/A,Need 2 years,N/A,Not ascending,7.74,No,No harsh condition recovery
NIITMTS,Need 2 quarters,N/A,Need 2 years,N/A,2.63,6.37,No,No harsh condition recovery
UFLEX,Need 2 quarters,N/A,Need 2 years,N/A,2.12,12.51,No,No harsh condition recovery
